title,number,score,text
제8일의 밤,17583065,1,ㅋㅋㅋㅋ내가이걸왜본거지 ㄴㅈ  연기하는배우가아깝다
내겐 너무 소중한 너,17583064,10,와.. 정말 이 영화 누가 만들었나요 백점만점에 백점주고 싶내요 아이가 연기를 너무 잘하고 정말 아이 심정은 어땠을까 엄마가 죽었다는 사실도 모르고 처음 장면에 엄마 온줄로 알고 화장실에서 나왔을때 벽을 톡톡 두드리면서 나왔고 빵을 찾아서 먹다가 진구가 담배피고 있는 장면에서 엄마온줄 알고 바닥을 톡톡 치면서 진구가 담배를 끄고 아이 곁에 다가 가니까 엄마로 착각하고 포옹을 하고 안겼는데 엄마에 냄새가 아니니까 아이가 도밍치는 모습이 얼마나 슬프던지 너무 슬펐어요 또장애를 가진 아이를 놔두고 죽은 엄마 심정은 어땠을까 생각도 하게됐고 참 여러므로 내가 그저 살아있다것내가 볼수있고 만질수있고 말을 할수있디는것에감사와 내 자신을 돌아보게 해주는 영화였습니다.안보신분들 꼭 보세요 ! 꼭 추천합니다.
미드나이트,17583063,2,보는 내내 답답하고 속터져서 죽을뻔...아이고야~여주인공은 뜀박질 국가대표선수 인정!
미드나이트,17583062,1,스릴런데 처음부터 끝까지 답답~~~~고구마 백만개!!!!
이보다 더 좋을 순 없다,17583061,4,나는 재미없다그냥 지루하고 남자 별로임
콰이어트 플레이스 2,17583060,6,별로..듣지 못하는 것들한데..인간이 진다는게 설정미스..
발신제한,17583059,9,요즘 영화보기가 쉽지않은데 참 재밌게 봤습니다. 출연진들의 연기력도 좋았고 영화 전반적으로 긴장감도 있고 볼만 했습니다.
인천상륙작전,17583058,10,왓챠에 올라오자마자 다시 시청했습니다. 왜곡과 북한미화영화가 판치는 시국에 진정한 역사영화이자 애국영화입니다. 최고입니다. 배우분들 모두 애국자이세요. 배우 한 분 한 분 기억하겠습니다.물론 북한미화영화 역사왜곡영화에 출연한 배우 감독도 잊지않고 있습니다ㅎ. 휴전중인 나라에서 적국을 미화시키는 선동영화에 출연한 배우와 제작사 감독. 간첩이 멀리있지 않죠?
돌연변이,17583057,10,기대보다 재밌고 신선한 내용. 배우들 케미도 좋다
리플리,17583056,10,욕심은 파멸의 첫 시작이었고두려움은 끝나지 않는 잔인한 벌이었다.
제8일의 밤,17583055,10,"이 영화는 알프레드히치콕과 스티븐스필버그를 한낮 오랑우탄으로 전락시킬 명작이다. 현시점보다는 약 70년 후에 나왔어야했거늘,,"
오살,17583053,8,"크게 기대를 하지않고 봤는데, 소재도 흥미롭고 충분히 집중해서 볼수있었어요"
판도라,17583052,1,멀쩡한 원전 폐쇄시킨 정치뽕 한사발 들어간 영화
낙원의 밤,17583051,2,아수라발발타..깡패영화
기동전사 건담: 섬광의 하사웨이,17583050,10,계속 연기되어 개봉만 기다리다가 넷플릭스에서 개봉하면서 바로 볼수있게되었는데 기다렸던만큼  건담등장할땐 그야말로 전율이 밀려왔습니다.
노바디 ,17583049,10,개인적으로 이 영화의 백미는 적절한 타이밍의 노래임킬링타임 최적용 오락영화
미드나이트,17583048,10,2시간가까이를 내내 긴장하며 본 영화는 처음입니다.
열정같은소리하고있네,17583047,10,박보영을 주축으로 배우들 연기도 좋았어요
루카,17583046,10,부모가 아이를 위해 절대적으로 봐야할 영화
이스케이프 룸,17583045,5,방탈출게임. 가볍게 볼 만.
제8일의 밤,17583044,1,공포영화보다가 졸기는 처음임당 ㅠ
너의 결혼식,17583043,10,박보영과 김영광의 케미가 너무 좋고 연기도 몰입감 있게 볼 수 있는 좋은 영화
록 스탁 앤 투 스모킹 배럴즈,17583042,8,영국 영화를 누군가 추천을 부탁한다면 이 영화를
국가부도의 날,17583041,10,아들에게 끝까지 너 자신외에 아무도 믿지 말라는 아버지… 그는 악독한 공장주가 되었네요.사실 이말을 하는 이유는 마지막에 김혜수씨가 극중에서 하던말 처럼 우리는 끊임없이 의심하고 깨어있어야 한다는걸 배웠습니다.LH처럼 정부만 믿고 바보처럼 일만하고 살기엔 서민들은 당한게 많죠.
기동전사 건담: 섬광의 하사웨이,17583040,1,이게 무슨내용인데? 건담 줄거리를 알아야 이해되는 영화인건가?
혼자 사는 사람들,17583038,6,뭘말하고싶은건지 도저히 모르겠다...
제8일의 밤,17583039,1,죽이지 못한다면서 죽임
미드나이트,17583037,2,최악최악최악 역대급최악
컨저링 3: 악마가 시켰다,17583036,1,"1점을 주는 이유는 0점을 줄수없게 되어있어서 입니다. 1,2편을 재밌게 보셨다면 3은 보지마세요. 그냥 보지말라면 보지마세요. 이유는 저도 알고싶지않았음ㅋ 제임스완 도라와ㅠㅠㅠ"
빛나는 순간,17583035,10,"고두심 선생님이라서 몰입이 됐습니다.고두심 선생님이라서 가능한 연기 였습니다.제주도의 아름다운 풍경도, 선생님의 섬세한 감정표현도, 지현우 배우의 따뜻하고 쓸쓸한 목소리도 좋았습니다. 영화가 좀 더 길었으면 좋았을걸."
블라인드 멜로디,17583034,10,ㅋㅋ나름 통수 치는 스토리 ㅋ
제8일의 밤,17583033,1,재미없고 무엇을 말하고 싶은지 전혀 이해가 되지.않네요... 보는내내 힘들었어요 ㅠㅠ 비추천..
루카,17583032,10,
우리는 매일매일,17583030,10,우리의 앞 길을 걸어간 분들께 너무 감사하다는 인사를 전합니다. 덕분에 재미있고 씩씩하게 살아갈 용기를 얻었어요!
발신제한,17583031,10,너무 재밌어요 힐링하고 왔네요 정말..
어른들은 몰라요,17583029,2,영화 보고 기분 드러움..저런 청소년이 이세상에 없기를... 가출청소년들 부모님 계시는 집으로 돌아가길..
유전,17583028,9,"첨에 끝까지 보고 대체 뭔소린가 싶어서 해석을 찾아봤어요 이건 왜 강조하지? 싶었던 부분이 모두 의미가 있었던 거였군요... 영화 한 번 더 보면 더 재밌을듯 전체적으로 점점 조여오는게 넘 무서웠어요 귀신 갑툭튀는 제가 절대 못보거든요 그런건 허억!! 이런걸 어떻게 봐 진짜 못보겠다 이러고 끝인데 유전은 영화 부분 부분을 하는 재미가 있어요 그리고 진짜 예상치못한 반전도 있었네요!! 영화 내에 작은 포인트 하나하나를 해석하니까 더 무섭고 재밌었어요 그리고 배우들 연기가 너무 실감나서 연기가 아니라.. 실화를 보는 느낌이었어요 영화가 끝났을때 더 재밌는 영화? 첫번째 볼때보다 두 번째,  세번째 볼 때 더 재밌을 것 같아요!!"
컨저링 3: 악마가 시켰다,17583027,8,전 편의 임팩트와 재미가 너무 커서 그런지 이번 편은 조금 아쉽네요… 그래도 공포영화 중 제일 좋습니다!
제8일의 밤,17583026,10,연기는 좋은데 스님 연기하려면 머리를 밀었어야하지 않나..
콰이어트 플레이스 2,17583024,2,"진짜 돈 존나 아깝다 ㅋㅋㅋㅋ영화 보는 내내 암걸려 OO것 같았는데 영화내용은 14,000원짜리 예고편임"
아이 엠 마더,17583023,10,복수 시리즈중 수작이네요~상영시간이 짧아서 아쉬웠지만 재미있었습니다~^^
그림 형제 - 마르바덴 숲의 전설,17583022,10,영화 재밌게 봤어요^^ 평점이 낮네요?
레디 플레이어 원,17583021,1,유치유치개유치 초딩들 좋아할듯
크루엘라,17583020,8,오랜만에 재밌게 봤어요 연기 찰떡 독보적인 캐릭터
발신제한,17583019,10,
레미제라블,17583018,10,INFP 둘이서 봤다가 영화 보는 내내 엉엉 울었다
제8일의 밤,17583017,8,나름 괜찮았는데 뭔가 신선했음  왜 다들 재미없다는거지...
모범시민,17583016,2,결말개짜증 다죽였어야지   막판에 고구마만 맥이네
크루엘라,17583015,10,이상헌이 울고간 명작입니다 -카메룬-
제8일의 밤,17583014,1,아 알겠다! 감독님이 바쁘셔서 동네 꼬마한테 다 맡겼구나? 그쵸 감독님? 그런 거죠?
제8일의 밤,17583013,1,감독은 창피한 줄 아세요. 이런걸 영화라고 만들었습니까?
킬러의 보디가드 2,17583011,7,1편보다는 재미가 덜하지만 킬링타임용으로 적절한 영화
제8일의 밤,17583010,10,"재미있게 잘봤습니다. 스토리, 연기, 모두 탄탄하고재미있었습니다. 그런데  평점이 다들 너무 하다할정도로 테러를하네요.. 저는 재미있게 잘봤습니다.   좋은작품 만들어 주셔서 감사합니다."
수상한 고객들,17583009,10,
제8일의 밤,17583008,2,연기는 너무 좋았으나...ㅜ
크루엘라,17583007,10,그냥 찢었다 그냥미쳤다
세이프 하우스,17583006,10,더 이퀄라이저 1.2 보고 덴젤 워싱턴 영화찾다가 세이프하우스 봤는데 나름 괜찮았음 모든 영화에서 눈빛이 다름 멋있는 배우.
마크맨,17583005,6,캐딜락 멋짐 끝 끝....
사바하,17583004,10,왜이영화를 지금에야 봤을까요너무 몰입도 있게 잘봤습니다그냥 우연히 한번재생하니 멈출수가 없었네요. 강추입니다
넥스트,17583003,7,나는 오히려 이런 결말이 더 좋았었는데..
제8일의 밤,17583002,1,ucc영상같은 이걸 본 시간이 너무 억울하다
제8일의 밤,17583001,2,아.. 평점 먼저 보고 영화볼걸..
더 이퀄라이저 2,17583000,7,덴젤워시텅 60대에 찍은 영화인데.. 대단하다고 할 수밖에..
고질라 VS. 콩,17582998,8,액션씬도 그렇고 괴수 등장씬도 너무 잘 만든 영화
미드나이트,17582999,1,이 영화에서 개연성 있는건 딱 하나 뿐이다. 상식적으로 이해되지 않는 경찰들 그 이외에는 개연성이 1도 없다
크루엘라,17582997,10,능력 있는 빌런
매드맥스: 분노의 도로,17582996,10,
벼랑 위의 포뇨,17582995,10,"와 진짜 너무 좋았음. 단순하고 뻔한 스토리지만 나에게 다가오는 느낌, 장면, 모습이 너무 인상깊고 사랑 스럽고 추억에 빠지는 모습이었음. 이런 작은 감동 두손 모아 이 작품을 만드신 분들께 감사드립니다."
호텔 뭄바이,17582994,10,와우~ 정말 재미있었어요~
발신제한,17582993,2,고구마 계속 먹이다 끝에 사이다는 안주고 더큰 고구마 먹이는 영화
크루엘라,17582992,2,개노잼..지루함..나가고싶엇음
발신제한,17582991,8,조우진배우 연기 짱. 멜로도 보고싶은 배우..아내.아들. 경찰들 종이인형인줄. 넘나 평면적인 캐릭터.딸은 넘나 오버하는 캐릭. 민폐 수준. 음악 인상적.
제8일의 밤,17582990,1,"플롯이 일단 너무 장황하고 맥락도 없고, 그렇하니 배우 연기에 연결고리도 없고... 놀랍도록 저급한 영화에 이런배우가 나오다니 ㅠㅠ"
장난스런 키스,17582989,10,풀버전 5시간짜리 얼른 풀어주길!!!벌써 이 영화 5번 넘게 봤다
크루엘라,17582988,10,초반에 카메라 무빙 최고
원더,17582987,10,인턴 이후 역대급 영화입니다.
인 더 하이츠,17582985,10,배우들의 매력과 재능이 넘치는 열정이 넘치는 영화!
제8일의 밤,17582984,10,"불교와는 좀 다른 이야기지만, 불교를 모르는 사람이 보면 불교를 오해를 할수있는 스토리. 하지만, 이런 상상을 할수있다는 점은 높이봅니다. 그리고, 연기력 굿 !!"
극장판 귀멸의 칼날: 무한열차편,17582983,10,진짜 재미있음 빚주가 여기서 죽었다는게 너무 슬프다 ㅜㅜ
미드나이트,17582982,10,"위하준, 진기주 진짜 연기가 대박이고 몰입감 쩔어요개연성이 약간 없고 답답한 부분이 있긴 했지만 이런게 범죄영화 아니겠습니까~~ 넘재밌었습니다 !! 또보고싶어요 ㅠㅠ"
매드맥스: 분노의 도로,17582981,10,샤를리즈테론 이즈 뭔들
루카,17582980,9,머리속 브루노를 잠시 재우고 싶은 분들은 보세요!
미드나이트,17582979,1,배우들연기는백점인데 뭔영화가진행이 말갖지도않게 억지로 스릴러로 만든영화같네요...경찰개호구로만들어리네아주그냥
미드나이트,17582978,1,개연성도 없고 진짜 노잼 ㅠㅠ 계~속 같은 내용반복... 그냥 대충 자극적으로 만들려고 한게 보임 티빙에서 앞으로감기하면서 봄!
크루엘라,17582977,10,캐릭터가 너무 매력적임. 재밌음
플레이스 비욘드 더 파인즈,17582976,8,안보면 10년안에 땅을친다.
크루엘라,17582975,10,진짜 최고의 영화중에 하나였어요 너무 재밌어서 2번봄
컨저링: 귀신의 집,17582974,2,하....컨저링이란 단어에 속았다
어른들은 몰라요,17582973,6,"가출청소년들이 보면 공감하려나? 평범하게 살아온 나는 이해할 수가 없고, 공감할수도 없고, 가출청소년들이 왜 저 따위로 사는가 싶음... 진짜 어른들은 몰라요"
제8일의 밤,17582972,1,전설의고향보다 못하다.
미쓰백,17582971,10,
제8일의 밤,17582970,8,그렇게 까지 저평가 될 영화는 아닌거 같은데.. ㅎㅎㅎ 전 잼있게 보았습니다!! 넷플릭스에서 보던 자극적인 공포영화들에 비해 어어어..!! 하는 순간에  끝을 보여주지 않는 것 같은 느낌은 있지만... 괜찮았던 것 같아요~ 이성민 배우님은 정말 믿보배!!
클레멘타인,17582969,10,제 인생의 전환점이 되는 멋진영화입니다
크루엘라,17582968,10,인생영화가 되었습니다.
미드나이트,17582966,1,"고구마 이천억개 먹은 느낌 고구마 농장하는지 알았음, 사람들이 바보인가요..??"
제8일의 밤,17582965,1,뭐이리 어두워 하나도 안보이네
바람,17582964,10,홍보가 좀 더 됐더라면.. 이런 수작이 10만관객이라니 ㅠㅠ
크루엘라,17582963,4,전 좀 유치했어요 어렸을때 봤으면 되게 좋아했을것 같아요
콰이어트 플레이스 2,17582962,9,후회없어요 1편보다 더 재미있는 2편
체르노빌 1986,17582961,10,보는 내가 감염된 느낌이 들 정도로 몰입감은 수준급
